,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,uBB,1B,PA,R/PA,league_scalar,lgID,lg_PA,lg_wRC,park_factor,playerID,player_season,stint,teamID,w1B,w2B,w3B,wHBP,wHR,wuBB,yearID,year_lg,year_team,year_wOBA,year_wOBAScale,wOBA,wRAA,wRC+,wRC+_t-1,is_signed,is_unsigned,is_fa,service_time
beltrad01_2017,94,340,47,106,22,1,17,71.0,1.0,0.0,39,52.0,2.0,4.0,0.0,6.0,7.0,37.0,66,389.0,0.122,0.12339456998861974,AL,92265,11385,109,beltrad01,beltrad01_2017,1,TEX,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_TEX,0.321,1.185,0.3843178294573643,20.785346547607354,133.27390945139317,126.97793848256602,False,False,False,19.096
beltrad01_2018,119,433,49,118,23,1,15,65.0,1.0,0.0,34,96.0,2.0,6.0,0.0,8.0,13.0,32.0,79,481.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,109,beltrad01,beltrad01_2018,1,TEX,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_TEX,0.315,1.226,0.3270229645093946,4.717003204746171,97.21342105555608,133.27390945139317,False,False,False,
beltrca01_2006,140,510,127,140,38,1,41,116.0,18.0,3.0,95,99.0,6.0,4.0,1.0,7.0,6.0,89.0,60,617.0,0.126,0.13077833178399392,NL,94664,12380,97,beltrca01,beltrca01_2006,1,NYN,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_NYN,0.332,1.17,0.4079426229508196,40.048374667227094,148.8688700096405,,False,False,False,8.014
beltrca01_2007,144,554,93,153,33,3,33,112.0,23.0,2.0,69,111.0,10.0,2.0,1.0,10.0,8.0,59.0,84,636.0,0.124,0.1298514362562777,NL,95178,12359,97,beltrca01,beltrca01_2007,1,NYN,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_NYN,0.331,1.192,0.3691776,20.369927516778514,123.02381284730687,148.8688700096405,False,False,False,9.014
beltrca01_2008,161,606,116,172,40,5,27,112.0,25.0,3.0,92,96.0,13.0,1.0,1.0,6.0,11.0,79.0,100,706.0,0.12,0.12559485326069675,NL,94351,11850,97,beltrca01,beltrca01_2008,1,NYN,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_NYN,0.32799999999999996,1.2109999999999999,0.37458670520231213,27.15954902793757,129.04160638690595,123.02381284730687,False,False,False,10.014
beltrca01_2009,81,308,50,100,22,1,10,48.0,11.0,1.0,47,43.0,10.0,1.0,0.0,1.0,9.0,37.0,67,357.0,0.12,0.1230072463768116,NL,93840,11543,97,beltrca01,beltrca01_2009,1,NYN,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_NYN,0.32899999999999996,1.21,0.39294524495677235,18.866489627741938,143.44464661952844,129.04160638690595,False,False,False,11.014
beltrca01_2010,64,220,21,56,11,3,7,27.0,3.0,1.0,30,39.0,5.0,1.0,0.0,4.0,4.0,25.0,35,255.0,0.115,0.11986761371573484,NL,93061,11155,97,beltrca01,beltrca01_2010,1,NYN,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_NYN,0.321,1.251,0.33152,2.1443645083932803,105.83281726353562,143.44464661952844,False,False,False,12.014
beltrca01_2011,142.0,520.0,78.0,156.0,39.0,6.0,22.0,84.0,4.0,2.0,71.0,88.0,7.0,3.0,0.0,4.0,18.0,64.0,89.0,598.0,0.11199999999999999,0.11544987864338338,MULT,93114,10750,96.1020066889632,beltrca01,beltrca01_2011,2,MULT,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_SFN,0.316,1.264,0.3906802030456853,35.331298592816296,151.96914339661657,105.83281726353562,True,False,True,13.014
beltrca01_2012,151,547,83,147,26,1,32,97.0,13.0,6.0,65,124.0,15.0,2.0,1.0,4.0,9.0,50.0,88,619.0,0.114,0.11916426045485513,NL,92469,11019,98,beltrca01,beltrca01_2012,1,SLN,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_SLN,0.315,1.245,0.35475456053068,19.76552045661921,124.37569230446753,151.96914339661657,False,False,False,14.014
beltrca01_2013,145,554,79,164,30,3,24,84.0,2.0,1.0,38,90.0,1.0,1.0,1.0,6.0,12.0,37.0,107,600.0,0.11,0.11250129371312917,NL,86959,9783,98,beltrca01,beltrca01_2013,1,SLN,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_SLN,0.314,1.2770000000000001,0.3589799331103679,21.133876167753126,131.04127257609537,124.37569230446753,True,False,True,15.014
beltrca01_2014,109,403,46,94,23,0,15,49.0,3.0,1.0,37,80.0,2.0,4.0,0.0,5.0,11.0,35.0,56,449.0,0.10800000000000001,0.10994838512969053,AL,91834,10097,101,beltrca01,beltrca01_2014,1,NYA,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_NYA,0.31,1.304,0.30981879194630874,-0.06239449087989003,97.11924067159988,131.04127257609537,False,False,False,16.014
beltrca01_2015,133,478,57,132,34,1,19,67.0,0.0,0.0,45,85.0,2.0,2.0,0.0,6.0,12.0,43.0,78,531.0,0.113,0.11578947368421053,AL,91485,10593,101,beltrca01,beltrca01_2015,1,NYA,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_AL,2015_NYA,0.313,1.251,0.34636672967863896,14.162856482299993,119.64994890975001,97.11924067159988,False,False,False,17.014
beltrca01_2016,151.0,552.0,73.0,163.0,33.0,0.0,29.0,93.0,1.0,0.0,35.0,101.0,4.0,2.0,0.0,4.0,19.0,31.0,101.0,593.0,0.11800000000000001,0.1200802862378916,MULT,91672,11008,103.43170320404722,beltrca01,beltrca01_2016,2,MULT,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_TEX,0.318,1.212,0.358169779286927,19.65402567421428,122.49635396251098,119.64994890975001,True,False,True,18.014
beltrca01_2017,129,467,60,108,29,0,14,51.0,0.0,0.0,33,102.0,3.0,3.0,0.0,6.0,9.0,30.0,65,509.0,0.122,0.12339456998861974,AL,92265,11385,96,beltrca01,beltrca01_2017,1,HOU,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_HOU,0.321,1.185,0.28342292490118576,-16.140701455946374,77.12607460040064,122.49635396251098,False,True,True,19.014
beltren01_2013,22,40,7,10,1,0,0,2.0,1.0,2.0,0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,9,42.0,0.11,0.1136459562125951,AL,92401,10501,106,beltren01,beltren01_2013,1,TEX,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_TEX,0.314,1.2770000000000001,0.24353658536585365,-2.3175124625169508,42.431014223355426,,False,False,False,
beninan01_2016,34,105,16,31,11,1,2,14.0,1.0,0.0,10,25.0,0.0,1.0,1.0,1.0,0.0,10.0,17,118.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,105,beninan01,beninan01_2016,1,BOS,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_BOS,0.318,1.212,0.3574188034188034,3.8378042932498344,120.43922422912759,,False,False,False,
beninan01_2017,151,573,84,155,26,1,20,90.0,20.0,5.0,70,112.0,7.0,6.0,1.0,8.0,16.0,63.0,108,658.0,0.122,0.12339456998861974,AL,92265,11385,105,beninan01,beninan01_2017,1,BOS,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_BOS,0.321,1.185,0.33214923076923075,6.190880882830236,101.55117325834442,120.43922422912759,False,False,False,
beninan01_2018,148,579,103,168,41,6,16,87.0,21.0,3.0,71,106.0,1.0,2.0,2.0,7.0,9.0,70.0,105,661.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,105,beninan01,beninan01_2018,1,BOS,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_BOS,0.315,1.226,0.3574939209726444,22.910670279704675,121.90537059399948,101.55117325834442,False,False,False,
bennega01_2006,60,157,13,35,5,0,4,22.0,0.0,0.0,11,30.0,2.0,0.0,2.0,0.0,3.0,9.0,26,170.0,0.126,0.13077833178399392,NL,94664,12380,97,bennega01,bennega01_2006,1,SLN,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_SLN,0.332,1.17,0.26263253012048193,-10.079034085058183,53.90156247135095,,True,False,True,7.132999999999999
bennega01_2007,59,155,12,39,7,0,2,17.0,1.0,1.0,8,16.0,1.0,1.0,2.0,4.0,6.0,7.0,30,170.0,0.124,0.1298514362562777,NL,95178,12359,97,bennega01,bennega01_2007,1,SLN,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_SLN,0.331,1.192,0.2716586826347305,-8.463107342362267,60.0201413863031,53.90156247135095,True,False,True,8.133
bennega01_2008,10,21,1,4,1,0,1,4.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2,23.0,0.12,0.12559485326069675,NL,94351,11850,98,bennega01,bennega01_2008,1,LAN,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_LAN,0.32799999999999996,1.2109999999999999,0.2822173913043478,-0.8695293146160195,67.35497150492165,60.0201413863031,False,True,True,
bensojo01_2011,21,71,3,17,6,1,0,2.0,2.0,2.0,3,21.0,0.0,0.0,0.0,0.0,1.0,3.0,10,74.0,0.11199999999999999,0.11638486265681029,AL,86171,10029,101,bensojo01,bensojo01_2011,1,MIN,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_AL,2011_MIN,0.316,1.264,0.2731486486486487,-2.5087025316455676,66.14143169478373,,False,False,False,
beresja01_2016,10,22,0,5,1,0,0,0.0,0.0,0.0,1,6.0,0.0,0.0,1.0,0.0,0.0,1.0,4,24.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,102,beresja01,beresja01_2016,1,MIN,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_MIN,0.318,1.212,0.23673913043478262,-1.6091261300043047,40.4671569654817,,False,True,True,
berkmla01_2006,152,536,95,169,29,0,45,136.0,3.0,2.0,98,106.0,22.0,4.0,0.0,8.0,11.0,76.0,95,646.0,0.126,0.13077833178399392,NL,94664,12380,99,berkmla01,berkmla01_2006,1,HOU,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_HOU,0.332,1.17,0.42619391025641024,52.00791968003505,158.87006109463027,,False,False,False,7.0520000000000005
berkmla01_2007,153,561,95,156,24,2,34,102.0,7.0,3.0,94,125.0,11.0,8.0,0.0,5.0,11.0,83.0,96,668.0,0.124,0.1298514362562777,NL,95178,12359,99,berkmla01,berkmla01_2007,1,HOU,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_HOU,0.331,1.192,0.38378234398782346,29.57936726834401,130.54956865328867,158.87006109463027,False,False,False,8.052
berkmla01_2008,159,554,114,173,46,4,29,106.0,18.0,4.0,99,108.0,18.0,7.0,0.0,5.0,13.0,81.0,94,665.0,0.12,0.12559485326069675,NL,94351,11850,98,berkmla01,berkmla01_2008,1,HOU,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_HOU,0.32799999999999996,1.2109999999999999,0.41685162287480687,48.791353601772585,155.87458519312008,130.54956865328867,False,False,False,9.052
berkmla01_2009,136,460,73,126,31,1,25,80.0,7.0,4.0,97,98.0,14.0,1.0,0.0,4.0,13.0,83.0,69,562.0,0.12,0.1230072463768116,NL,93840,11543,98,berkmla01,berkmla01_2009,1,HOU,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_HOU,0.32899999999999996,1.21,0.3874653284671533,27.154970742595196,138.78731400560943,155.87458519312008,False,False,False,10.052
berkmla01_2010,122.0,404.0,48.0,100.0,23.0,1.0,14.0,58.0,3.0,2.0,77.0,85.0,7.0,0.0,0.0,0.0,18.0,70.0,62.0,481.0,0.115,0.11931544229842672,MULT,93061,11155,100.02286902286902,berkmla01,berkmla01_2010,1,MULT,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_HOU,0.321,1.251,0.3468059071729958,9.922175339896867,113.64993597761438,138.78731400560943,True,False,True,11.052
berkmla01_2011,145,488,90,147,23,2,31,94.0,2.0,6.0,92,93.0,17.0,3.0,0.0,4.0,7.0,75.0,91,587.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,97,berkmla01,berkmla01_2011,1,SLN,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_SLN,0.316,1.264,0.4075719298245614,42.5258882966911,162.673316957935,113.64993597761438,False,False,False,12.052
berkmla01_2012,32,81,12,21,7,1,2,7.0,2.0,0.0,14,19.0,3.0,2.0,0.0,0.0,3.0,11.0,11,97.0,0.114,0.11916426045485513,NL,92469,11019,98,berkmla01,berkmla01_2012,1,SLN,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_SLN,0.315,1.245,0.3540106382978723,3.039383064171578,123.8742601673849,162.673316957935,True,False,True,13.052
berkmla01_2013,73,256,27,62,10,1,6,34.0,0.0,0.0,38,52.0,3.0,0.0,0.0,0.0,7.0,35.0,45,294.0,0.11,0.1136459562125951,AL,92401,10501,106,berkmla01,berkmla01_2013,1,TEX,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_TEX,0.314,1.2770000000000001,0.31285910652920956,-0.2626645892031236,90.198179016739,123.8742601673849,False,True,True,14.052
bernaro01_2008,26,76,10,16,1,1,0,2.0,4.0,3.0,9,21.0,0.0,0.0,1.0,0.0,3.0,9.0,14,86.0,0.12,0.12559485326069675,NL,94351,11850,100,bernaro01,bernaro01_2008,1,WAS,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_WAS,0.32799999999999996,1.2109999999999999,0.25602352941176465,-5.111458687521252,48.222066664084224,,False,False,False,
bernaro01_2009,3,4,1,1,1,0,0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.0,0.12,0.1230072463768116,NL,93840,11543,100,bernaro01,bernaro01_2009,1,WAS,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_WAS,0.32899999999999996,1.21,0.393,0.26446280991735566,140.55477793059805,48.222066664084224,False,False,False,
bernaro01_2010,134,414,52,102,18,3,11,47.0,16.0,2.0,35,93.0,1.0,4.0,2.0,6.0,3.0,34.0,70,461.0,0.115,0.11986761371573484,NL,93061,11155,100,bernaro01,bernaro01_2010,1,WAS,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_WAS,0.321,1.251,0.30543231441048035,-5.736773026993254,85.55756113247429,140.55477793059805,False,False,False,
bernaro01_2011,91,309,40,75,12,2,7,27.0,17.0,3.0,22,63.0,1.0,4.0,2.0,0.0,7.0,21.0,54,337.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,100,bernaro01,bernaro01_2011,1,WAS,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_WAS,0.316,1.264,0.29521556886227546,-5.541418744788903,82.7689228071969,85.55756113247429,False,False,False,
bernaro01_2012,129,227,25,66,11,0,5,25.0,15.0,3.0,28,53.0,3.0,2.0,3.0,1.0,2.0,25.0,50,261.0,0.114,0.11916426045485513,NL,92469,11019,100,bernaro01,bernaro01_2012,1,WAS,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_WAS,0.315,1.245,0.34131764705882356,5.5171934798015645,113.40537156071318,82.7689228071969,False,False,False,
bernaro01_2013,112.0,227.0,26.0,41.0,10.0,2.0,4.0,11.0,4.0,0.0,16.0,65.0,1.0,5.0,2.0,0.0,4.0,15.0,25.0,250.0,0.11,0.11250129371312917,MULT,86959,9783,100.0,bernaro01,bernaro01_2013,1,MULT,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_WAS,0.314,1.2770000000000001,0.24496356275303643,-13.515355764871487,49.72260770898663,113.40537156071318,True,False,True,
bernaro01_2014,53.0,66.0,5.0,11.0,3.0,0.0,1.0,9.0,2.0,1.0,10.0,19.0,0.0,3.0,1.0,0.0,2.0,10.0,7.0,80.0,0.10800000000000001,0.11228414669361825,MULT,86575,9721,100.325,bernaro01,bernaro01_2014,2,MULT,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_LAN,0.31,1.304,0.26941772151898735,-2.4897103362584447,68.15532116531544,49.72260770898663,True,False,True,
bernido01_2008,2,4,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.12,0.12559485326069675,NL,94351,11850,108,bernido01,bernido01_2008,1,COL,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_COL,0.32799999999999996,1.2109999999999999,0.0,-1.083402146985962,-127.75247757441457,,True,False,True,
bernido01_2013,33,53,9,12,3,0,0,5.0,2.0,1.0,8,15.0,1.0,1.0,2.0,0.0,1.0,7.0,9,64.0,0.11,0.1136459562125951,AL,92401,10501,101,bernido01,bernido01_2013,1,MIN,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_MIN,0.314,1.2770000000000001,0.2845409836065574,-1.4764111583244535,75.52497115745854,,True,False,True,
bernido01_2014,7,7,2,2,0,0,0,0.0,0.0,0.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2,9.0,0.10800000000000001,0.10994838512969053,AL,91834,10097,102,bernido01,bernido01_2014,1,MIN,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_MIN,0.31,1.304,0.35500000000000004,0.31058282208588983,127.6500807978559,75.52497115745854,True,False,True,
bernido01_2015,4,5,1,1,1,0,0,2.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6.0,0.113,0.11578947368421053,AL,91485,10593,102,bernido01,bernido01_2015,1,MIN,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_AL,2015_MIN,0.313,1.251,0.32383333333333336,0.05195843325339742,103.11795630162538,127.6500807978559,True,False,True,
berroan01_2006,132,474,45,111,18,1,9,54.0,3.0,1.0,14,88.0,1.0,3.0,9.0,3.0,21.0,13.0,83,503.0,0.126,0.12917959225723738,AL,87359,11285,100,berroan01,berroan01_2006,1,KCA,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_KCA,0.332,1.17,0.25742393509127787,-32.061333888108756,48.196292072442745,,False,False,False,
berroan01_2007,9,11,0,1,0,0,0,1.0,0.0,1.0,0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1,13.0,0.124,0.12542717703130535,AL,87493,10974,102,berroan01,berroan01_2007,1,KCA,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_AL,2007_KCA,0.331,1.192,0.13641666666666666,-2.1221336689038033,-33.263167075605615,48.196292072442745,False,False,False,
berroan01_2008,84,226,26,52,13,1,1,16.0,0.0,0.0,20,41.0,4.0,4.0,6.0,0.0,13.0,16.0,37,256.0,0.12,0.12559485326069675,NL,94351,11850,98,berroan01,berroan01_2008,1,LAN,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_LAN,0.32799999999999996,1.2109999999999999,0.27404065040650405,-11.406765892596988,61.978909733240435,-33.263167075605615,True,False,True,
berroan01_2009,35.0,49.0,10.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,55.0,0.12,0.12379988218267118,MULT,87211,10886,99.61818181818182,berroan01,berroan01_2009,1,MULT,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_AL,2009_NYA,0.32899999999999996,1.21,0.1758076923076923,-6.963286713286712,-4.965296446403186,61.978909733240435,False,False,False,
berryqu01_2012,94,291,44,75,10,6,2,29.0,21.0,0.0,25,80.0,0.0,7.0,6.0,1.0,4.0,25.0,57,330.0,0.114,0.1169271652854995,AL,85797,10032,102,berryqu01,berryqu01_2012,1,DET,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_AL,2012_DET,0.315,1.245,0.3054351851851852,-2.5352521195894657,88.97625933665553,,False,False,False,
berryqu01_2013,13,8,5,5,0,0,1,4.0,3.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4,9.0,0.11,0.1136459562125951,AL,92401,10501,105,berryqu01,berryqu01_2013,1,BOS,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_BOS,0.314,1.2770000000000001,0.7047777777777777,2.7541111981205946,361.22038040561324,88.97625933665553,True,False,True,
berryqu01_2014,10,2,3,0,0,0,0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.10800000000000001,0.10994838512969053,AL,91834,10097,102,berryqu01,berryqu01_2014,1,BAL,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_BAL,0.31,1.304,0.0,-0.47546012269938653,-119.95634241841866,361.22038040561324,True,False,True,
berryqu01_2015,8,1,1,0,0,0,0,0.0,2.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.113,0.11658365615200147,NL,86736,10112,100,berryqu01,berryqu01_2015,1,CHN,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_NL,2015_CHN,0.313,1.251,0.0,-0.2501998401278977,-117.68359704641352,-119.95634241841866,True,False,True,
berryqu01_2017,7,3,0,0,0,0,0,0.0,2.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.122,0.12856540517133316,NL,87753,11282,101,berryqu01,berryqu01_2017,1,MIL,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_MIL,0.321,1.185,0.0,-0.8126582278481012,-116.75463998213797,,True,False,True,
bertijo01_2018,4,15,2,4,1,1,0,2.0,1.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,100,bertijo01,bertijo01_2018,1,TOR,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_TOR,0.315,1.226,0.30566666666666664,-0.1141924959216969,91.45344187048289,,True,False,True,
betanyu01_2006,157,558,68,161,28,6,8,47.0,11.0,8.0,17,54.0,0.0,1.0,7.0,1.0,10.0,17.0,119,584.0,0.126,0.12917959225723738,AL,87359,11285,96,betanyu01,betanyu01_2006,1,SEA,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_SEA,0.332,1.17,0.30941594454072785,-11.272725118132433,86.49770954056284,,False,False,False,
betanyu01_2007,155,536,72,155,38,2,9,67.0,5.0,4.0,15,48.0,3.0,1.0,3.0,4.0,10.0,12.0,106,559.0,0.124,0.12542717703130535,AL,87493,10974,97,betanyu01,betanyu01_2007,1,SEA,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_AL,2007_SEA,0.331,1.192,0.3128462929475587,-8.513357585834465,89.68581024628037,86.49770954056284,False,False,False,
betanyu01_2008,153,559,66,156,36,3,7,51.0,4.0,4.0,17,42.0,0.0,2.0,6.0,6.0,23.0,17.0,110,590.0,0.12,0.12325895720700082,AL,87304,10761,96,betanyu01,betanyu01_2008,1,SEA,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_AL,2008_SEA,0.32799999999999996,1.2109999999999999,0.30192979452054797,-12.701421331855224,83.78471599488597,89.68581024628037,False,False,False,
betanyu01_2009,134.0,470.0,40.0,115.0,20.0,6.0,6.0,49.0,3.0,3.0,21.0,44.0,0.0,0.0,11.0,6.0,17.0,21.0,83.0,508.0,0.12,0.12482370343190652,MULT,87211,10886,98.58858267716536,betanyu01,betanyu01_2009,2,MULT,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_AL,2009_KCA,0.32899999999999996,1.21,0.2735211267605634,-23.29195669887089,60.76040867224481,83.78471599488597,False,False,False,
betanyu01_2010,151,556,60,144,29,2,16,78.0,2.0,3.0,23,64.0,1.0,1.0,4.0,4.0,13.0,22.0,97,588.0,0.115,0.11770830923016405,AL,86434,10174,101,betanyu01,betanyu01_2010,1,KCA,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_AL,2010_KCA,0.321,1.251,0.30217324185248706,-8.849027810341818,83.93683812280128,60.76040867224481,False,False,False,
betanyu01_2011,152,556,51,140,27,3,13,68.0,4.0,4.0,16,63.0,3.0,2.0,0.0,10.0,16.0,13.0,97,584.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,101,betanyu01,betanyu01_2011,1,MIL,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_MIL,0.316,1.264,0.2806282271944922,-16.34265452406373,71.8025895751247,83.93683812280128,True,False,True,6.067
betanyu01_2012,57,215,21,49,14,1,7,36.0,0.0,1.0,9,25.0,0.0,0.0,1.0,3.0,10.0,9.0,27,228.0,0.114,0.1169271652854995,AL,85797,10032,101,betanyu01,betanyu01_2012,1,KCA,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_AL,2012_KCA,0.315,1.245,0.280546255506608,-6.309601401199498,72.85416475791881,71.8025895751247,False,False,False,
betanyu01_2013,137,391,35,83,15,1,13,46.0,0.0,0.0,14,71.0,3.0,1.0,0.0,3.0,9.0,11.0,54,409.0,0.11,0.11250129371312917,NL,86959,9783,104,betanyu01,betanyu01_2013,1,MIL,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_MIL,0.314,1.2770000000000001,0.25679310344827583,-18.32233413442066,54.04570474166964,72.85416475791881,False,True,True,8.027999999999999
betemwi01_2006,143.0,373.0,49.0,98.0,23.0,0.0,18.0,53.0,3.0,1.0,36.0,102.0,6.0,0.0,1.0,2.0,11.0,30.0,57.0,412.0,0.126,0.13077833178399392,MULT,94664,12380,99.0631067961165,betemwi01,betemwi01_2006,2,MULT,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_LAN,0.332,1.17,0.33573580246913576,1.315513348105919,99.69042823974422,,False,False,False,
betemwi01_2007,121.0,240.0,33.0,55.0,12.0,0.0,14.0,50.0,0.0,0.0,38.0,82.0,0.0,1.0,2.0,3.0,2.0,38.0,29.0,284.0,0.124,0.1284182255214275,MULT,95178,12359,97.97183098591549,betemwi01,betemwi01_2007,1,MULT,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_LAN,0.331,1.192,0.3431382978723404,2.892010566899891,106.44755821952937,99.69042823974422,False,False,False,
betemwi01_2008,87,189,24,50,13,0,6,25.0,0.0,1.0,6,56.0,0.0,1.0,1.0,1.0,7.0,6.0,31,198.0,0.12,0.12325895720700082,AL,87304,10761,100,betemwi01,betemwi01_2008,1,NYA,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_AL,2008_NYA,0.32799999999999996,1.2109999999999999,0.3110355329949238,-2.7737113682948618,85.9907946063359,106.44755821952937,False,False,False,
