,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,uBB,1B,PA,R/PA,league_scalar,lgID,lg_PA,lg_wRC,park_factor,playerID,player_season,stint,teamID,w1B,w2B,w3B,wHBP,wHR,wuBB,yearID,year_lg,year_team,year_wOBA,year_wOBAScale,wOBA,wRAA,wRC+,wRC+_t-1,is_signed,is_unsigned,is_fa,service_time
quirogu01_2009,4,14,0,4,0,0,0,2.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4,15.0,0.12,0.12482370343190652,AL,87211,10886,96,quirogu01,quirogu01_2009,1,SEA,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_AL,2009_SEA,0.32899999999999996,1.21,0.2557142857142857,-0.9085005903187715,51.45921184255595,38.39543492470271,True,False,True,
quirogu01_2010,2,7,1,2,1,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,0.115,0.11770830923016405,AL,86434,10174,94,quirogu01,quirogu01_2010,1,SEA,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_AL,2010_SEA,0.321,1.251,0.3092857142857143,-0.06554756195043976,95.60587805102037,51.45921184255595,True,False,True,
quirogu01_2012,2,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.114,0.1169271652854995,AL,85797,10032,104,quirogu01,quirogu01_2012,1,BOS,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_AL,2012_BOS,0.315,1.245,0.0,-0.5060240963855421,-122.78758990027093,,True,False,True,
quirogu01_2013,43,86,5,16,7,0,1,6.0,0.0,0.0,5,21.0,1.0,1.0,2.0,1.0,4.0,4.0,8,95.0,0.11,0.11250129371312917,NL,86959,9783,92,quirogu01,quirogu01_2013,1,SFN,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_SFN,0.314,1.2770000000000001,0.23460869565217388,-5.90616594600116,50.33704971585352,-122.78758990027093,True,False,True,
quirogu01_2014,2,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.10800000000000001,0.11228414669361825,NL,86575,9721,95,quirogu01,quirogu01_2014,1,SFN,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_SFN,0.31,1.304,0.0,-0.7131901840490797,-110.72806358759068,50.33704971585352,True,False,True,
rabejo01_2006,24,49,8,14,1,0,3,7.0,0.0,1.0,2,11.0,0.0,0.0,0.0,0.0,3.0,2.0,10,51.0,0.126,0.12917959225723738,AL,87359,11285,98,rabejo01,rabejo01_2006,1,MIN,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_MIN,0.332,1.17,0.34249019607843134,0.4572649572649552,106.43010800067921,,False,False,False,
rabejo01_2007,14,31,2,6,0,0,0,2.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6,31.0,0.124,0.12542717703130535,AL,87493,10974,98,rabejo01,rabejo01_2007,1,MIN,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_AL,2007_MIN,0.331,1.192,0.17341935483870966,-4.098154362416109,-4.559241430146505,106.43010800067921,False,True,True,
rabelmi01_2006,1,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.126,0.12917959225723738,AL,87359,11285,100,rabelmi01,rabelmi01_2006,1,DET,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_DET,0.332,1.17,0.0,-0.2837606837606838,-122.12508261098428,,False,False,False,
rabelmi01_2007,51,168,14,43,10,2,1,18.0,0.0,0.0,6,41.0,0.0,5.0,5.0,1.0,4.0,6.0,30,185.0,0.124,0.12542717703130535,AL,87493,10974,101,rabelmi01,rabelmi01_2007,1,DET,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_AL,2007_DET,0.331,1.192,0.29183333333333333,-6.078719239373604,71.67669742189084,-122.12508261098428,False,False,False,
rabelmi01_2008,34,109,9,22,1,0,3,10.0,0.0,1.0,8,25.0,0.0,1.0,1.0,3.0,1.0,8.0,18,122.0,0.12,0.12559485326069675,NL,94351,11850,101,rabelmi01,rabelmi01_2008,1,FLO,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_FLO,0.32799999999999996,1.2109999999999999,0.24679338842975204,-8.181012891470063,41.1979599001804,71.67669742189084,False,False,False,
raburry01_2007,49,138,28,42,12,2,4,27.0,3.0,0.0,8,33.0,1.0,0.0,1.0,1.0,7.0,7.0,24,148.0,0.124,0.12542717703130535,AL,87493,10974,101,raburry01,raburry01_2007,1,DET,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_AL,2007_DET,0.331,1.192,0.3607054794520548,3.6882642272685446,117.74218931949763,,False,False,False,
raburry01_2008,92,182,26,43,10,1,4,20.0,3.0,1.0,16,49.0,1.0,0.0,1.0,0.0,2.0,15.0,28,199.0,0.12,0.12325895720700082,AL,87304,10761,101,raburry01,raburry01_2008,1,DET,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_AL,2008_DET,0.32799999999999996,1.2109999999999999,0.29431979695431476,-5.534566809323993,73.81865671068745,117.74218931949763,False,False,False,
raburry01_2009,113,261,44,76,11,2,16,45.0,5.0,4.0,26,60.0,2.0,2.0,1.0,1.0,6.0,24.0,47,291.0,0.12,0.12482370343190652,AL,87211,10886,102,raburry01,raburry01_2009,1,DET,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_AL,2009_DET,0.32899999999999996,1.21,0.3815381944444445,12.635218663911864,128.99793146777688,73.81865671068745,False,False,False,
raburry01_2010,113,371,54,104,25,1,15,62.0,2.0,2.0,27,92.0,0.0,8.0,1.0,3.0,8.0,27.0,63,410.0,0.115,0.11770830923016405,AL,86434,10174,102,raburry01,raburry01_2010,1,DET,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_AL,2010_DET,0.321,1.251,0.3560048899755502,11.472425971203496,119.51707375555584,128.99793146777688,False,False,False,
raburry01_2011,121,387,53,99,22,2,14,49.0,1.0,1.0,21,114.0,2.0,3.0,4.0,3.0,4.0,19.0,61,418.0,0.11199999999999999,0.11638486265681029,AL,86171,10029,102,raburry01,raburry01_2011,1,DET,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_AL,2011_DET,0.316,1.264,0.31558252427184463,-0.1380576379501144,94.02401315038543,119.51707375555584,False,False,False,
raburry01_2012,66,205,14,35,14,0,1,12.0,1.0,1.0,13,53.0,0.0,2.0,1.0,1.0,7.0,13.0,20,222.0,0.114,0.1169271652854995,AL,85797,10032,102,raburry01,raburry01_2012,1,DET,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_AL,2012_DET,0.315,1.245,0.21612217194570135,-17.63122717112795,27.62408351288199,94.02401315038543,True,False,True,
raburry01_2014,74,195,18,39,7,0,4,22.0,0.0,0.0,13,51.0,1.0,1.0,0.0,3.0,8.0,12.0,28,212.0,0.10800000000000001,0.10994838512969053,AL,91834,10097,102,raburry01,raburry01_2014,1,CLE,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_CLE,0.31,1.304,0.24401421800947867,-10.727749832814817,50.23939768085813,,False,False,False,7.109
raburry01_2016,113,223,30,49,10,2,9,30.0,0.0,0.0,28,80.0,0.0,2.0,0.0,3.0,6.0,28.0,28,256.0,0.11800000000000001,0.12316953373083865,NL,87546,10783,116,raburry01,raburry01_2016,1,COL,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_NL,2016_COL,0.318,1.212,0.30885546875,-1.9315181518151883,74.3487487900945,,True,False,True,9.109
raburry01_2017,25,65,7,17,1,2,2,6.0,0.0,1.0,4,25.0,0.0,0.0,0.0,0.0,1.0,4.0,12,69.0,0.122,0.12856540517133316,NL,87753,11282,102,raburry01,raburry01_2017,1,WAS,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_WAS,0.321,1.185,0.3129275362318841,-0.4700421940928265,87.69683737102993,74.3487487900945,True,False,True,10.056
ramiral03_2008,136,480,65,139,22,2,21,77.0,13.0,9.0,18,61.0,3.0,3.0,4.0,4.0,14.0,15.0,94,509.0,0.12,0.12325895720700082,AL,87304,10761,104,ramiral03,ramiral03_2008,1,CHA,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_AL,2008_CHA,0.32799999999999996,1.2109999999999999,0.3395159362549801,4.840306815677042,101.17677974209545,,False,False,False,
ramiral03_2009,148,542,71,150,14,1,15,68.0,14.0,5.0,49,66.0,3.0,1.0,6.0,8.0,15.0,46.0,120,606.0,0.12,0.12482370343190652,AL,87211,10886,103,ramiral03,ramiral03_2009,1,CHA,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_AL,2009_CHA,0.32899999999999996,1.21,0.3185946398659967,-5.211279538186768,86.36222596430203,101.17677974209545,False,False,False,
ramiral03_2010,156,585,83,165,29,2,18,70.0,13.0,8.0,27,82.0,2.0,2.0,7.0,5.0,12.0,25.0,116,626.0,0.115,0.11770830923016405,AL,86434,10174,105,ramiral03,ramiral03_2010,1,CHA,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_AL,2010_CHA,0.321,1.251,0.3243938411669368,1.6982770347741336,95.11894558992488,86.36222596430203,False,False,False,
ramiral03_2011,158,614,81,165,31,2,15,70.0,7.0,5.0,51,84.0,1.0,6.0,8.0,5.0,19.0,50.0,117,684.0,0.11199999999999999,0.11638486265681029,AL,86171,10029,104,ramiral03,ramiral03_2011,1,CHA,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_AL,2011_CHA,0.316,1.264,0.3215822222222222,3.0207594936708797,96.17772663383077,95.11894558992488,False,False,False,
ramiral03_2012,158,593,59,157,24,4,9,73.0,20.0,7.0,16,77.0,2.0,4.0,4.0,4.0,15.0,14.0,120,621.0,0.114,0.1169271652854995,AL,85797,10032,104,ramiral03,ramiral03_2012,1,CHA,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_AL,2012_CHA,0.315,1.245,0.2824455284552846,-16.238013517484553,71.23394284056523,96.17772663383077,False,False,False,
ramiral03_2013,158,637,68,181,39,2,6,48.0,30.0,9.0,26,68.0,2.0,3.0,4.0,4.0,17.0,24.0,134,674.0,0.11,0.1136459562125951,AL,92401,10501,102,ramiral03,ramiral03_2013,1,CHA,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_CHA,0.314,1.2770000000000001,0.30407934131736525,-5.236118991461098,88.02009397819117,71.23394284056523,False,False,False,
ramiral03_2014,158,622,82,170,35,2,15,74.0,21.0,4.0,24,81.0,0.0,6.0,1.0,4.0,21.0,24.0,118,657.0,0.10800000000000001,0.10994838512969053,AL,91834,10097,101,ramiral03,ramiral03_2014,1,CHA,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_CHA,0.31,1.304,0.31451829268292686,2.2764710833458186,100.39706199074428,88.02009397819117,False,False,False,7.0
ramiral03_2016,145.0,478.0,38.0,115.0,22.0,2.0,6.0,48.0,8.0,9.0,21.0,63.0,3.0,4.0,1.0,2.0,8.0,18.0,85.0,506.0,0.11800000000000001,0.12279100933446964,MULT,91672,11008,97.0,ramiral03,ramiral03_2016,2,MULT,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_TBA,0.318,1.212,0.26395219123505975,-22.564514220346343,62.66427712892984,,True,False,True,9.0
ramirar01_2006,157,594,93,173,38,4,38,119.0,2.0,1.0,50,63.0,4.0,9.0,0.0,7.0,15.0,46.0,93,660.0,0.126,0.13077833178399392,NL,94664,12380,104,ramirar01,ramirar01_2006,1,CHN,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_CHN,0.332,1.17,0.38142835365853656,27.882661038148814,124.79625171238214,,True,False,True,7.1110000000000015
ramirar01_2007,132,506,72,157,35,4,26,101.0,0.0,0.0,43,66.0,8.0,4.0,0.0,5.0,13.0,35.0,92,558.0,0.124,0.1298514362562777,NL,95178,12359,104,ramirar01,ramirar01_2007,1,CHN,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_CHN,0.331,1.192,0.38619999999999993,25.8402684563758,127.33684709184021,124.79625171238214,False,False,False,8.111
ramirar01_2008,149,554,97,160,44,1,27,111.0,2.0,2.0,74,94.0,7.0,11.0,0.0,6.0,13.0,67.0,88,645.0,0.12,0.12559485326069675,NL,94351,11850,105,ramirar01,ramirar01_2008,1,CHN,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_CHN,0.32799999999999996,1.2109999999999999,0.3856489028213166,30.70482437634123,128.6711793377447,127.33684709184021,False,False,False,9.111
ramirar01_2009,82,306,46,97,14,1,15,65.0,2.0,1.0,28,43.0,3.0,8.0,0.0,0.0,8.0,25.0,67,342.0,0.12,0.1230072463768116,NL,93840,11543,104,ramirar01,ramirar01_2009,1,CHN,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_CHN,0.32899999999999996,1.21,0.3925604719764012,17.965025963577876,136.35726400147698,128.6711793377447,False,False,False,10.111
ramirar01_2010,124,465,61,112,21,1,25,83.0,0.0,0.0,34,90.0,3.0,3.0,0.0,5.0,10.0,31.0,65,507.0,0.115,0.11986761371573484,NL,93061,11155,103,ramirar01,ramirar01_2010,1,CHN,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_CHN,0.321,1.251,0.3217857142857143,0.3184309695101033,93.58496886358495,136.35726400147698,False,False,False,11.111
ramirar01_2011,149,565,80,173,35,1,26,93.0,1.0,1.0,43,69.0,5.0,10.0,0.0,8.0,12.0,38.0,111,626.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,104,ramirar01,ramirar01_2011,1,CHN,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_CHN,0.316,1.264,0.3747487922705314,29.09552528588025,133.38989759639574,93.58496886358495,True,False,True,12.111
ramirar01_2012,149,570,92,171,50,3,27,105.0,9.0,2.0,44,82.0,3.0,12.0,0.0,4.0,14.0,41.0,91,630.0,0.114,0.11916426045485513,NL,92469,11019,103,ramirar01,ramirar01_2012,1,MIL,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_MIL,0.315,1.245,0.383786283891547,34.80751714993944,139.1608747363897,133.38989759639574,False,False,False,13.111
ramirar01_2013,92,304,43,86,18,0,12,49.0,0.0,1.0,36,55.0,0.0,8.0,0.0,3.0,8.0,36.0,56,351.0,0.11,0.11250129371312917,NL,86959,9783,104,ramirar01,ramirar01_2013,1,MIL,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_MIL,0.314,1.2770000000000001,0.3659088319088319,14.267815191855904,129.99765718567554,139.1608747363897,False,False,False,14.111
ramirar01_2014,133,494,47,141,23,1,15,66.0,3.0,0.0,21,75.0,2.0,13.0,0.0,3.0,18.0,19.0,102,531.0,0.10800000000000001,0.11228414669361825,NL,86575,9721,103,ramirar01,ramirar01_2014,1,MIL,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_MIL,0.31,1.304,0.33389413988657846,9.729898987556105,109.61808103038369,129.99765718567554,False,False,False,15.111
ramirar01_2015,137.0,475.0,43.0,117.0,31.0,1.0,17.0,75.0,1.0,0.0,31.0,68.0,3.0,5.0,0.0,5.0,23.0,28.0,68.0,516.0,0.113,0.11658365615200147,MULT,86736,10112,100.34108527131784,ramirar01,ramirar01_2015,1,MULT,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_NL,2015_MIL,0.313,1.251,0.3087115009746588,-1.7688772958241776,93.65508037095756,109.61808103038369,False,True,True,
ramirha01_2006,158,633,119,185,46,11,17,59.0,51.0,15.0,56,128.0,0.0,4.0,5.0,2.0,7.0,56.0,111,700.0,0.126,0.13077833178399392,NL,94664,12380,98,ramirha01,ramirha01_2006,1,FLO,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_FLO,0.332,1.17,0.35840143884892084,15.795732644653485,115.52780211254877,,False,False,False,
ramirha01_2007,154,639,125,212,48,6,29,81.0,51.0,14.0,52,95.0,3.0,7.0,4.0,4.0,10.0,49.0,129,706.0,0.124,0.1298514362562777,NL,95178,12359,99,ramirha01,ramirha01_2007,1,FLO,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_FLO,0.331,1.192,0.4051144492131616,43.896645255446366,144.33151974032384,115.52780211254877,False,False,False,
ramirha01_2008,153,589,125,177,34,4,33,67.0,35.0,12.0,92,122.0,9.0,8.0,0.0,4.0,5.0,83.0,106,693.0,0.12,0.12559485326069675,NL,94351,11850,101,ramirha01,ramirha01_2008,1,FLO,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_FLO,0.32799999999999996,1.2109999999999999,0.40292105263157896,42.87389717067238,143.84912342655136,144.33151974032384,False,False,False,
ramirha01_2009,151,576,101,197,42,1,24,106.0,27.0,8.0,61,101.0,14.0,9.0,1.0,5.0,9.0,47.0,130,652.0,0.12,0.1230072463768116,NL,93840,11543,101,ramirha01,ramirha01_2009,1,FLO,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_FLO,0.32899999999999996,1.21,0.40688383045525905,41.96715492299912,148.9073265391534,143.84912342655136,False,False,False,
ramirha01_2010,142,543,92,163,28,2,21,76.0,32.0,10.0,64,93.0,12.0,7.0,0.0,5.0,14.0,52.0,112,619.0,0.115,0.11986761371573484,NL,93061,11155,101,ramirha01,ramirha01_2010,1,FLO,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_FLO,0.321,1.251,0.3691993410214168,23.84923428637651,127.12245215674399,148.9073265391534,False,False,False,
ramirha01_2011,92,338,55,82,16,0,10,45.0,20.0,10.0,44,66.0,3.0,2.0,1.0,0.0,6.0,41.0,56,385.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,101,ramirha01,ramirha01_2011,1,FLO,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_FLO,0.316,1.264,0.31739107611548556,0.4237059370743191,96.99493513318605,127.12245215674399,False,False,False,6.0139999999999985
ramirha01_2012,157.0,604.0,79.0,155.0,29.0,4.0,24.0,92.0,21.0,7.0,54.0,132.0,4.0,6.0,0.0,3.0,17.0,50.0,98.0,667.0,0.114,0.11916426045485515,MULT,92469,11019,97.18440779610195,ramirha01,ramirha01_2012,1,MULT,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_MIA,0.315,1.245,0.32840271493212675,7.180410329099229,107.39378359011992,96.99493513318605,False,False,False,7.0139999999999985
ramirha01_2013,86,304,62,105,25,2,20,57.0,10.0,2.0,27,52.0,3.0,3.0,0.0,2.0,5.0,24.0,58,336.0,0.11,0.11250129371312917,NL,86959,9783,96,ramirha01,ramirha01_2013,1,LAN,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_LAN,0.314,1.2770000000000001,0.4422132132132132,33.73503495664811,190.9328174480015,107.39378359011992,False,False,False,8.014
ramirha01_2014,128,449,64,127,35,0,13,71.0,14.0,5.0,56,84.0,2.0,6.0,0.0,1.0,10.0,54.0,79,512.0,0.10800000000000001,0.11228414669361825,NL,86575,9721,95,ramirha01,ramirha01_2014,1,LAN,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_LAN,0.31,1.304,0.36209019607843135,20.45259232527366,136.57000912490852,190.9328174480015,True,False,True,9.014
ramirha01_2015,105,401,59,100,12,1,19,53.0,6.0,3.0,21,71.0,2.0,4.0,0.0,4.0,11.0,19.0,68,430.0,0.113,0.11578947368421053,AL,91485,10593,104,ramirha01,ramirha01_2015,1,BOS,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_AL,2015_BOS,0.313,1.251,0.3077897196261682,-1.7909037256176488,90.09032021281867,136.57000912490852,False,False,False,10.014
ramirha01_2016,147,549,81,157,28,1,30,111.0,9.0,3.0,60,120.0,5.0,7.0,0.0,4.0,17.0,55.0,98,620.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,105,ramirha01,ramirha01_2016,1,BOS,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_BOS,0.318,1.212,0.36730243902439025,25.220719632938906,127.23035965325475,90.09032021281867,False,False,False,11.014
ramirha01_2017,133,496,58,120,24,0,23,62.0,1.0,3.0,51,116.0,8.0,6.0,0.0,0.0,15.0,43.0,73,553.0,0.122,0.12339456998861974,AL,92265,11385,105,ramirha01,ramirha01_2017,1,BOS,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_BOS,0.321,1.185,0.31791926605504583,-1.4376758409786137,91.81945731443071,127.23035965325475,False,False,False,12.014
ramirha01_2018,44,177,25,45,7,0,6,29.0,4.0,1.0,14,35.0,0.0,2.0,0.0,2.0,9.0,14.0,32,195.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,105,ramirha01,ramirha01_2018,1,BOS,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_BOS,0.315,1.226,0.30858974358974356,-1.0195758564437247,88.55588278925231,91.81945731443071,False,False,False,
ramirjo01_2013,15,12,5,4,0,1,0,0.0,0.0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3,14.0,0.11,0.1136459562125951,AL,92401,10501,100,ramirjo01,ramirjo01_2013,1,CLE,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_CLE,0.314,1.2770000000000001,0.4042857142857143,0.9898198903680502,159.00382799590392,,False,False,False,
ramirjo01_2014,68,237,27,62,10,2,2,17.0,10.0,1.0,13,35.0,0.0,1.0,13.0,2.0,3.0,13.0,48,266.0,0.10800000000000001,0.10994838512969053,AL,91834,10097,102,ramirjo01,ramirjo01_2014,1,CLE,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_CLE,0.31,1.304,0.28800395256916994,-4.486923785736805,80.92148453313558,159.00382799590392,False,False,False,
ramirjo01_2015,97,315,50,69,14,3,6,27.0,10.0,4.0,32,39.0,0.0,1.0,5.0,2.0,5.0,32.0,46,355.0,0.113,0.11578947368421053,AL,91485,10593,102,ramirjo01,ramirjo01_2015,1,CLE,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_AL,2015_CLE,0.313,1.251,0.2799542857142857,-9.377480872444904,72.82575716050536,80.92148453313558,False,False,False,
ramirjo01_2016,152,565,84,176,46,3,11,76.0,22.0,7.0,44,62.0,1.0,4.0,1.0,4.0,10.0,43.0,116,618.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,104,ramirjo01,ramirjo01_2016,1,CLE,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_CLE,0.318,1.212,0.35462499999999997,18.67512376237622,119.50225250163095,72.82575716050536,False,False,False,
ramirjo01_2017,152,585,107,186,56,6,29,83.0,17.0,5.0,52,69.0,5.0,3.0,0.0,5.0,13.0,47.0,95,645.0,0.122,0.12339456998861974,AL,92265,11385,104,ramirjo01,ramirjo01_2017,1,CLE,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_CLE,0.321,1.185,0.3965296875,41.1110957278481,146.568955933857,119.50225250163095,False,False,False,
ramirjo01_2018,157,578,110,156,38,4,39,105.0,34.0,6.0,106,80.0,15.0,8.0,0.0,6.0,2.0,91.0,75,698.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,104,ramirjo01,ramirjo01_2018,1,CLE,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_CLE,0.315,1.226,0.39159150805270865,43.605931990856966,146.13590263049412,146.568955933857,False,False,False,
ramirma02_2006,130,449,79,144,27,1,35,102.0,0.0,1.0,100,102.0,16.0,1.0,0.0,8.0,13.0,84.0,81,558.0,0.126,0.12917959225723738,AL,87359,11285,103,ramirma02,ramirma02_2006,1,BOS,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_BOS,0.332,1.17,0.4360018450184502,49.600879931876236,163.4240069494472,,False,False,False,13.033
ramirma02_2007,133,483,84,143,33,1,20,88.0,0.0,0.0,71,92.0,13.0,7.0,0.0,8.0,21.0,58.0,89,569.0,0.124,0.12542717703130535,AL,87493,10974,103,ramirma02,ramirma02_2007,1,BOS,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_AL,2007_BOS,0.331,1.192,0.3760305755395683,21.49529990101876,126.01521633014406,163.4240069494472,False,False,False,14.033
ramirma02_2008,153.0,552.0,102.0,183.0,36.0,1.0,37.0,121.0,3.0,0.0,87.0,124.0,24.0,11.0,0.0,4.0,17.0,63.0,109.0,654.0,0.12,0.1240768779964448,MULT,87304,10761,101.89908256880733,ramirma02,ramirma02_2008,1,MULT,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_AL,2008_BOS,0.32799999999999996,1.2109999999999999,0.4320571428571429,56.19601274035632,164.13027889734678,126.01521633014406,True,False,True,15.033
ramirma02_2009,104,352,62,102,24,2,19,63.0,0.0,1.0,71,81.0,21.0,7.0,0.0,1.0,7.0,50.0,57,431.0,0.12,0.1230072463768116,NL,93840,11543,97,ramirma02,ramirma02_2009,1,LAN,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_LAN,0.32899999999999996,1.21,0.3983487804878049,24.70192098367268,147.07510903159525,164.13027889734678,False,False,False,16.033
ramirma02_2010,90.0,265.0,38.0,79.0,16.0,0.0,9.0,42.0,1.0,1.0,46.0,61.0,4.0,6.0,0.0,3.0,6.0,42.0,54.0,320.0,0.115,0.11927380498220287,MULT,93061,11155,97.75,ramirma02,ramirma02_2010,1,MULT,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_LAN,0.321,1.251,0.38332911392405056,15.94349836586425,140.35850740093818,147.07510903159525,True,False,True,17.033
ramirma02_2011,5,17,0,1,0,0,0,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17.0,0.11199999999999999,0.11638486265681029,AL,86171,10029,95,ramirma02,ramirma02_2011,1,TBA,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_AL,2011_TBA,0.316,1.264,0.05235294117647059,-3.5458860759493667,-78.17299587116943,140.35850740093818,True,False,True,17.042
ramirma03_2008,17,46,8,10,1,0,2,9.0,0.0,0.0,6,15.0,0.0,3.0,0.0,0.0,0.0,6.0,7,55.0,0.12,0.12325895720700082,AL,87304,10761,103,ramirma03,ramirma03_2008,1,TEX,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_AL,2008_TEX,0.32799999999999996,1.2109999999999999,0.32807272727272724,0.0033030553261770377,94.4840506445323,,False,False,False,
